Drug_Query	Drug_Found	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP1	Protein	P09874	Homo sapiens	PubChem BioAssay	23879431.0	IC50	=	1.37	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP1	Protein	P09874	Homo sapiens	PubChem BioAssay	24900625.0	IC50	=	1.2	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP1	Protein	P09874	Homo sapiens	PubChem BioAssay	28001384.0	IC50	=	0.16899999999999998	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP1	Protein	P09874	Homo sapiens	PubChem BioAssay	23316926.0	IC50	=	0.011000000000000001	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP1	Protein	P09874	Homo sapiens	PubChem BioAssay	28001384.0	IC50	=	0.0741	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP1	Protein	P09874	Homo sapiens	PubChem BioAssay	23672613.0	IC50	=	0.12	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP1	Protein	P09874	Homo sapiens	PubChem BioAssay	22260203.0	IC50	=	1.18	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP1	Protein	P09874	Homo sapiens	PubChem BioAssay	23844574.0	IC50	=	1.37	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP1	Protein	P09874	Homo sapiens	PubChem BioAssay	30883102.0	IC50	=	34.924	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP1	Protein	P09874	Homo sapiens	PubChem BioAssay	22233320.0	IC50	=	2.2	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP1	Protein	P09874	Homo sapiens	PubChem BioAssay	24900625.0	IC50	=	2.3	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP1	Protein	P09874	Homo sapiens	PubChem BioAssay	28001384.0	IC50	=	0.16596	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP1	Protein	P09874	Homo sapiens	PubChem BioAssay	20565110.0	Kd	=	0.62	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP1	Protein	P09874	Homo sapiens	PubChem BioAssay	27163581.0	IC50	=	1.2	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP1	Protein	P09874	Homo sapiens	PubChem BioAssay	28001384.0	IC50	=	0.12	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP1	Protein	P09874	Homo sapiens	PubChem BioAssay	28001384.0	IC50	=	2.2	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	CYP3A4	Protein	P08684	Homo sapiens	PubChem BioAssay	22260203.0	IC50	>	50.0	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	25299683.0	IC50	=	0.0036	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	28001384.0	IC50	=	0.004	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	28001384.0	IC50	=	0.0052	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	23316926.0	IC50	=	272.0	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	23844574.0	IC50	=	0.0053	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	28001384.0	IC50	=	0.005248	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	20565110.0	Kd	=	0.013999999999999999	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	24900625.0	IC50	=	0.0096	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	26026769.0	IC50	=	0.015	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	31042381.0	IC50	=	0.0021	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	20565110.0	IC50	=	0.004	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	23879431.0	IC50	=	0.0053	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	30883102.0	IC50	=	0.0033	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	22233320.0	IC50	=	0.004	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	24527792.0	IC50	=	0.004	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	23672613.0	IC50	=	0.008	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	29969256.0	IC50	=	0.011000000000000001	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	23316926.0	IC50	=	0.017	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	27163581.0	IC50	=	0.017	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	24900625.0	IC50	=	0.004	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	22260203.0	IC50	=	0.005	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	25299683.0	IC50	=	0.7070000000000001	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	20565110.0	Kd	=	0.01	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	29934219.0	Kd	=	0.0042	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	TNKS2	Protein	Q9H2K2	Homo sapiens	PubChem BioAssay	30883102.0	IC50	=	0.35100000000000003	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP14	Protein	Q460N5	Homo sapiens	PubChem BioAssay	28001384.0	IC50	=	5.9	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP14	Protein	Q460N5	Homo sapiens	PubChem BioAssay	28001384.0	IC50	=	5.88844	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP14	Protein	Q460N5	Homo sapiens	PubChem BioAssay	28591512.0	IC50	>	5.01187	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP6	Protein	Q2NL67	Homo sapiens	PubChem BioAssay	23672613.0	IC50	>	10.0	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP2	Protein	Q9UGN5	Homo sapiens	PubChem BioAssay	22260203.0	IC50	=	0.134	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP2	Protein	Q9UGN5	Homo sapiens	PubChem BioAssay	28591512.0	IC50	>	5.01187	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP2	Protein	Q9UGN5	Homo sapiens	PubChem BioAssay	23844574.0	IC50	=	0.106	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP2	Protein	Q9UGN5	Homo sapiens	PubChem BioAssay	23672613.0	IC50	=	0.046	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP2	Protein	Q9UGN5	Homo sapiens	PubChem BioAssay	22233320.0	IC50	=	0.114	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP2	Protein	Q9UGN5	Homo sapiens	PubChem BioAssay	28001384.0	IC50	=	0.0269	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP2	Protein	Q9UGN5	Homo sapiens	PubChem BioAssay	23879431.0	IC50	=	0.106	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP2	Protein	Q9UGN5	Homo sapiens	PubChem BioAssay	28001384.0	IC50	=	0.02692	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP2	Protein	Q9UGN5	Homo sapiens	PubChem BioAssay	28001384.0	IC50	=	0.114	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP2	Protein	Q9UGN5	Homo sapiens	PubChem BioAssay	23316926.0	IC50	=	0.004	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	CYP2C9	Protein	P11712	Homo sapiens	PubChem BioAssay	22260203.0	IC50	>	50.0	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	WNT3A	Protein	P56704	Homo sapiens	PubChem BioAssay	23844574.0	IC50	=	0.078	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	Chain A, Tankyrase-1 (human)	Protein	3UH4_A	Homo sapiens	PubChem BioAssay	22297980.0	IC50	=	0.011000000000000001	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	KCNH2	Protein	Q12809	Homo sapiens	PubChem BioAssay	22260203.0	IC50	>	30.0	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	AXIN2	Protein	Q9Y2T1	Homo sapiens	PubChem BioAssay	22260203.0	EC50	=	0.371	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	IMPDH2	Protein	P12268	Homo sapiens	PubChem BioAssay	24900625.0	IC50	>	10.0	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP11	Protein	Q9NR21	Homo sapiens	PubChem BioAssay	28591512.0	IC50	>	5.01187	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP16	Protein	Q8N5Y8	Homo sapiens	PubChem BioAssay	28591512.0	IC50	>	5.01187	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP4	Protein	Q9UKK3	Homo sapiens	PubChem BioAssay	28001384.0	IC50	=	4.3651599999999995	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP4	Protein	Q9UKK3	Homo sapiens	PubChem BioAssay	28591512.0	IC50	>	5.01187	III
3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	PARP4	Protein	Q9UKK3	Homo sapiens	PubChem BioAssay	28001384.0	IC50	=	4.39	III
FGFR Inhibitor AZD4547	FGFR Inhibitor AZD4547	FGFR4	Protein	P22455	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	165	I
FGFR Inhibitor AZD4547	FGFR Inhibitor AZD4547	KDR	Protein	P35968	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	24	I
FGFR Inhibitor AZD4547	FGFR Inhibitor AZD4547	FGFR2	Protein	P21802	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	<	5	I
FGFR Inhibitor AZD4547	FGFR Inhibitor AZD4547	FGFR1	Protein	P11362	Homo sapiens	IUPHAR	26080733	IC50	<		III
FGFR Inhibitor AZD4547	FGFR Inhibitor AZD4547	FGFR3	Protein	P22607	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	<	5	I
FGFR Inhibitor AZD4547	FGFR Inhibitor AZD4547	IGF1R	Protein	P08069	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	581	I
Ziv-Aflibercept	Ziv-Aflibercept	VEGFA	Protein	P15692	Homo sapiens	IUPHAR	24179482	NA	NA	NA	II
Ziv-Aflibercept	Ziv-Aflibercept	VEGFA	Protein	P15692	Homo sapiens	IUPHAR	19236257	NA	NA	NA	II
Ziv-Aflibercept	Ziv-Aflibercept	VEGFA	Protein	P15692	Homo sapiens	DrugBank	22813448	NA	NA	NA	II
Ziv-Aflibercept	Ziv-Aflibercept	VEGFA	Protein	P15692	Homo sapiens	IUPHAR	24144450	NA	NA	NA	II
Ziv-Aflibercept	Ziv-Aflibercept	PGF	Protein	P49763	Homo sapiens	DrugBank	22813448	NA	NA	NA	II
Ziv-Aflibercept	Ziv-Aflibercept	VEGFB	Protein	P49765	Homo sapiens	DrugBank	22813448	NA	NA	NA	II
Aminolevulinic Acid	Aminolevulinic Acid	ALAD	Protein	P13716	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Aminolevulinic Acid	Aminolevulinic Acid	ALAD	Protein	P13716	Homo sapiens	DrugBank	11906825	NA	NA	NA	II
Aminolevulinic Acid	Aminolevulinic Acid	ALAD	Protein	P13716	Homo sapiens	DrugBank	12107644	NA	NA	NA	II
Aminolevulinic Acid	Aminolevulinic Acid	ALAD	Protein	P13716	Homo sapiens	DrugBank	12079382	NA	NA	NA	II
Aminolevulinic Acid	Aminolevulinic Acid	ALAD	Protein	P13716	Homo sapiens	DrugBank	10879826	NA	NA	NA	II
Aminolevulinic Acid	Aminolevulinic Acid	ALAD	Protein	P13716	Homo sapiens	DrugBank	10519994	NA	NA	NA	II
Aminolevulinic Acid	Aminolevulinic Acid	ALAD	Protein	P13716	Homo sapiens	DrugBank	10812836	NA	NA	NA	II
Thioguanine	Thioguanine	IMPDH2	Protein	P12268	Homo sapiens	IUPHAR	14529546	NA	NA	NA	II
Thioguanine	Thioguanine	IMPDH2	Protein	P12268	Homo sapiens	IUPHAR	18609073	NA	NA	NA	II
Thioguanine	Thioguanine	IMPDH1	Protein	P20839	Homo sapiens	IUPHAR	14529546	NA	NA	NA	II
Thioguanine	Thioguanine	IMPDH1	Protein	P20839	Homo sapiens	IUPHAR	18609073	NA	NA	NA	II
Venetoclax	Venetoclax	BCL2L2	Protein	Q92843	Homo sapiens	IUPHAR	23291630	Ki	=	245	III
Venetoclax	Venetoclax	BCL2L1	Protein	Q07817	Homo sapiens	IUPHAR	23291630	Ki	=	48	III
Venetoclax	Venetoclax	BCL2	Protein	P10415	Homo sapiens	DrugBank	28056525	NA	NA	NA	II
