DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia ID,Drugs.com Link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB00585,Nizatidine,76963-41-2,SmallMoleculeDrug,C07270,D00440,3033637,46507554,"",PA164752234,"",,,,1305,http://www.rxlist.com/cgi/generic/nizat.htm,"",Nizatidine,http://www.drugs.com/cdi/nizatidine.html,,2298266,,DAP000339
DB00586,Diclofenac,15307-86-5,SmallMoleculeDrug,C01690,"",3033,46504644,4507,PA449293,DIF,"","","",2013; 1205,http://www.rxlist.com/cgi/generic/diclofen.htm,"",Diclofenac,http://www.drugs.com/cdi/diclofenac-drops.html,,2925,13066,DAP000620
DB00587,Cinalukast,128312-51-6,SmallMoleculeDrug,"","",6436135,46505799,126598,PA164743057,"",,,,"","","",,"",,4940804,50064086,DAP000976
DB00588,Fluticasone Propionate,80474-14-2,SmallMoleculeDrug,"",D01708,444036,46506140,31441,PA449686,"",,,,637,http://www.rxlist.com/cgi/generic2/cutivate.htm,"",Fluticasone_propionate,http://www.drugs.com/cdi/fluticasone-furoate-spray.html,,,,DAP001039
DB00589,Lisuride,18016-80-3,SmallMoleculeDrug,"",D08132,28864,46505557,51164,PA164749019,"","","","","","","",Lisuride,"",,26847,,DAP000255
DB00590,Doxazosin,74191-85-8,SmallMoleculeDrug,C06970,"",3157,46506825,4708,PA449407,"",,,,11258,http://www.rxlist.com/cgi/generic/doxazo.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/car1069.shtml,Doxazosin,http://www.drugs.com/doxazosin.html,,3045,,DAP000381
DB00591,Fluocinolone Acetonide,67-73-2,SmallMoleculeDrug,"",D01825,6215,46506244,"",PA164754912,"","","","",7578,http://www.rxlist.com/cgi/generic4/retisert.htm,"",Fluocinolone_acetonide,http://www.drugs.com/cdi/fluocinolone-acetonide-implant.html,,5980,,DAP000813
DB00592,Piperazine,110-85-0,SmallMoleculeDrug,C07973,D00807,4837,46507642,28568,PA450977,"","","","",10006; 7153; 10070; 748; 5970; 9431,"","",Piperazine,http://www.drugs.com/cons/piperazine.html,,13835459,,DAP001418
DB00593,Ethosuximide,77-67-8,SmallMoleculeDrug,C07505,D00539,3291,46507617,4887,PA449533,"","","","",6363,http://www.rxlist.com/cgi/generic/ethosuximide.htm,"",Ethosuximide,http://www.drugs.com/cdi/ethosuximide.html,,3175,50240424,DAP000526
DB00594,Amiloride,2016-88-8,SmallMoleculeDrug,C06821,"",16231,46508156,2639,PA448368,AMR,"","","",20230,http://www.rxlist.com/cgi/generic2/amilor.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/mod1272.shtml,Amiloride,http://www.drugs.com/cdi/amiloride.html,,15403,16173,DAP000187
DB00595,Oxytetracycline,79-57-2,SmallMoleculeDrug,C06624,"",54675779,46507025,27701,PA450757,"",,,,8651; 8652; 13282,http://www.rxlist.com/cgi/generic2/oxytetracycline.htm,"",Oxytetracycline,"",,4444458,,DAP000401
DB00596,Halobetasol Propionate,66852-54-8,SmallMoleculeDrug,"","",48175,46506187,"",PA164768832,"",,,,7555,http://www.rxlist.com/cgi/generic3/halobetasol.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ult1649.shtml,"",http://www.drugs.com/cdi/halobetasol-cream.html,,43819,,DAP001186
DB00597,Gadoteridol,120066-54-8,SmallMoleculeDrug,"",D01137,60714,46505738,"",PA164746463,"",,,,741,"","","","",,54719,,
DB00598,Labetalol,36894-69-6,SmallMoleculeDrug,C07063,"",3869,46505511,6343,PA164743150,"",,,,1896,http://www.rxlist.com/cgi/generic2/labet.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/nor1301.shtml,Labetalol,http://www.drugs.com/cdi/labetalol.html,,3734,25758,DAP000038
DB00599,Thiopental,76-75-5,SmallMoleculeDrug,C07521,"",3000715,46504621,102166,PA451664,"","",,"",8249,http://www.rxlist.com/cgi/generic3/thiopental.htm,"",Thiopental,http://www.drugs.com/cdi/thiopental.html,,2272258,,DAP000661
DB00600,Monobenzone,103-16-2,SmallMoleculeDrug,C14244,D05072,7638,46507466,34380,PA164764582,"","","","",5304,"","",Monobenzone,http://www.drugs.com/mtm/monobenzone-topical.html,,7356,,DAP000830
DB00601,Linezolid,165800-03-3,SmallMoleculeDrug,C08146,D00947,441401,46504452,"",PA450233,ZLD,"","","",12110,http://www.rxlist.com/cgi/generic3/linezolid.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/zyv1556.shtml,Linezolid,http://www.drugs.com/cdi/linezolid.html,,390139,50116067,DAP000398
DB00602,Ivermectin,70288-86-7,SmallMoleculeDrug,C07970,D00804,46936176,46506810,"",PA450133,"","","","",623,http://www.rxlist.com/cgi/generic3/ivermectin.htm,"",Ivermectin,http://www.drugs.com/cdi/ivermectin.html,,24605910,,DAP000261
DB00603,Medroxyprogesterone Acetate,71-58-9,SmallMoleculeDrug,C08150,D00951,6279,46508895,6715,PA450344,"",,,,7538,http://www.rxlist.com/cgi/generic/medrox.htm,"",Medroxyprogesterone,http://www.drugs.com/medroxyprogesterone.html,,,,DAP001211
DB00604,Cisapride,81098-60-4,SmallMoleculeDrug,C06910,D00274,6917698,46504980,3720,PA449011,"","","","",11322,http://www.rxlist.com/cgi/generic/cisap.htm,"",Cisapride,http://www.drugs.com/mtm/cisapride.html,,,50005836,DAP000222
DB00605,Sulindac,38194-50-2,SmallMoleculeDrug,C01531,D00120,1548887,46506570,9352,PA451565,"","","","",2126,http://www.rxlist.com/cgi/generic3/sulindac.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/cli1087.shtml,Sulindac,http://www.drugs.com/cdi/sulindac.html,,,,DAP000569
DB00606,Cyclothiazide,2259-96-3,SmallMoleculeDrug,C12685,D01256,2910,46508269,31448,PA449168,CYZ,,,,"","","","","",,2807,50192229,DAP000604
DB00607,Nafcillin,147-52-4,SmallMoleculeDrug,C07250,"",8982,46508100,7447,PA450576,NFN,"","","",11206,http://www.rxlist.com/cgi/generic3/nafcillin.htm,"",Nafcillin,http://www.drugs.com/cdi/nafcillin.html,,8634,,DAP001166
DB00608,Chloroquine,54-05-7,SmallMoleculeDrug,C07625,D02366,2719,46506925,3638,PA448948,CLQ,,,,6547,http://www.rxlist.com/cgi/generic2/hquine2.htm,"",Chloroquine,http://www.drugs.com/cdi/chloroquine.html,,2618,22985,DAP001357
DB00609,Ethionamide,536-33-4,SmallMoleculeDrug,C07665,D00591,2761171,46506077,4885,PA164768738,"",,,,"",http://www.rxlist.com/cgi/generic2/ethionamide.htm,"",Ethionamide,http://www.drugs.com/cdi/ethionamide.html,,2041901,,DAP001141
DB00610,Metaraminol,54-49-9,SmallMoleculeDrug,C07146,"",5906,46505593,6794,PA164748761,"","","","","",http://www.rxlist.com/cgi/generic2/metar.htm,"",Metaraminol,"",,5695,,DAP000225
DB00611,Butorphanol,42408-82-2,SmallMoleculeDrug,"",D00837,6916249,46507553,3242,PA164745398,"","","","",2142,http://www.rxlist.com/cgi/generic2/butor.htm,"",Butorphanol,http://www.drugs.com/cdi/butorphanol-solution.html,,4514667,50240437,DAP000214
DB00612,Bisoprolol,66722-44-9,SmallMoleculeDrug,C06852,D02342,2405,46508844,3127,PA448641,"",,,,1218,http://www.rxlist.com/cgi/generic3/bisoprolol.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/zeb1667.shtml,Bisoprolol,http://www.drugs.com/bisoprolol.html,,2312,25751,DAP000483
DB00613,Amodiaquine,86-42-0,SmallMoleculeDrug,C07626,D02922,2165,46506940,2674,PA448404,CQA,,,,"","","",Amodiaquine,"",,2080,,DAP000699
DB00614,Furazolidone,67-45-8,SmallMoleculeDrug,C07999,D00830,3435,46507291,5195,PA164746760,"",,,,10161,http://www.rxlist.com/cgi/generic2/furazol.htm,"",Furazolidone,http://www.drugs.com/cons/furazolidone.html,,3317,,DAP000993
DB00615,Rifabutin,72559-06-9,SmallMoleculeDrug,C07235,D00424,6323490,46506468,8857,PA451249,RBT,"",,"",8316,http://www.rxlist.com/cgi/generic2/rifabutin.htm,"",Rifabutin,http://www.drugs.com/cdi/rifabutin.html,,4883445,,DAP000656
DB00616,Candoxatril,118785-03-8,SmallMoleculeDrug,"",D01070,5362417,46509011,3353,PA164764517,"",,,,"","","","","",,,50084625,DAP001145
DB00617,Paramethadione,115-67-3,SmallMoleculeDrug,C07411,D00495,8280,46509173,"",PA164748880,"","","","","","","",Paramethadione,http://www.drugs.com/mtm/paramethadione.html,,7979,,DAP001266
DB00618,Demeclocycline,127-33-3,SmallMoleculeDrug,"",D00290,54680690,46506314,4392,PA164745513,"",,,,8665,http://www.rxlist.com/cgi/generic3/demeclocycline.htm,"",Demeclocycline,http://www.drugs.com/cdi/demeclocycline.html,,,,DAP000402
DB00619,Imatinib,152459-95-5,SmallMoleculeDrug,"",D01441,5291,46505055,45783,PA10804,STI,"","","",12429,http://www.rxlist.com/cgi/generic3/gleevec.htm,"",Imatinib,http://www.drugs.com/cdi/imatinib.html,,5101,13530,DNC001383
DB00620,Triamcinolone,124-94-7,SmallMoleculeDrug,"",D00385,31307,46507950,"",PA451749,"","","","",7588; 7587; 7582; 7591,http://www.rxlist.com/cgi/generic/triamaer.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/azm1044.shtml,Triamcinolone,http://www.drugs.com/cdi/triamcinolone-spray.html,,29046,,DAP000417
DB00621,Oxandrolone,53-39-4,SmallMoleculeDrug,C07346,D00462,5878,46509027,7820,PA164749395,"","","","","",http://www.rxlist.com/cgi/generic2/oxandrolone.htm,"",Oxandrolone,http://www.drugs.com/cdi/oxandrolone.html,,5667,,DAP000905
DB00622,Nicardipine,55985-32-5,SmallMoleculeDrug,C07264,"",4474,46504482,"",PA450620,"",,,,1293,http://www.rxlist.com/cgi/generic/nicardipine.htm,"",Nicardipine,http://www.drugs.com/cdi/nicardipine.html,,4319,50017085,DAP000486
DB00623,Fluphenazine,69-23-8,SmallMoleculeDrug,"","",3372,46506645,5123,PA449676,"",,,,8007; 20269; 8013,http://www.rxlist.com/cgi/generic3/fluphen.htm,"",Fluphenazine,http://www.drugs.com/cdi/fluphenazine.html,,3255,50017655,DCL000806
DB00624,Testosterone,58-22-0,SmallMoleculeDrug,C00535,D00075,6013,46505691,17347,PA451627,"",,,,7486; 7469; 7485; 7487,http://www.rxlist.com/cgi/generic2/androgel.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/tes1438.shtml,Testosterone,"",,5791,,DAP000841
DB00625,Efavirenz,154598-52-4,SmallMoleculeDrug,C08088,D00896,64139,46506827,119486,PA449441,EFZ,"","","",11857,http://www.rxlist.com/cgi/generic/efaviren.htm,"",Efavirenz,http://www.drugs.com/cdi/efavirenz.html,,57715,2483,DAP000709
DB00626,Bacitracin,1405-87-4,SmallMoleculeDrug,C01667,D00128,10909430,46504727,28669,PA448531,"","","","",8502; 8500,http://www.rxlist.com/cgi/generic3/bacit.htm,"",Bacitracin,http://www.drugs.com/cdi/bacitracin-ointment.html,,,,DAP000710
DB00627,Niacin,59-67-6,SmallMoleculeDrug,C00253,D00049,938,46507508,15940,PA450617,NIO,"",,"",5019; 474,http://www.rxlist.com/cgi/generic3/niacor.htm,"",Niacin,http://www.drugs.com/niacin.html,,913,23515,
DB00628,Clorazepate,23887-31-2,SmallMoleculeDrug,"",D00694,2809,46506595,3761,PA164749297,"",,,,2495,http://www.rxlist.com/cgi/generic2/clorazepate.htm,"",Clorazepate,http://www.drugs.com/cdi/clorazepate.html,,2707,,DAP000240
DB00629,Guanabenz,5051-62-7,SmallMoleculeDrug,C07034,D04375,3517,46505200,"",PA164774903,"",,,,"","",http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/gua1612.shtml,Guanabenz,http://www.drugs.com/cdi/guanabenz.html,,3397,,DAP000232
DB00630,Alendronate,66376-36-1,SmallMoleculeDrug,C07752,"",2088,46507199,2567,PA448082,AHD,"","","",13353,http://www.rxlist.com/cgi/generic/alendron.htm,"",Alendronate,http://www.drugs.com/cdi/alendronate.html,,2004,25313,DAP000182
DB00631,Clofarabine,123318-82-1,SmallMoleculeDrug,"","",119182,46504968,681569,PA164754863,CFB,"","","",20504,http://www.rxlist.com/cgi/generic3/clofarabine.htm,"",Clofarabine,http://www.drugs.com/cdi/clofarabine.html,,106472,,DAP000849
DB00632,Docosanol,30303-65-2,SmallMoleculeDrug,"","",12620,46508049,31000,PA164749211,"","","","",12720,"","",Docosanol,http://www.drugs.com/cdi/docosanol.html,,12100,,DAP001249
DB00633,Dexmedetomidine,113775-47-6,SmallMoleculeDrug,C07450,D00514,5311068,46507406,4466,PA449256,"",,,,20565; 20527,http://www.rxlist.com/cgi/generic/precedex.htm,"",Dexmedetomidine,"",,,,DAP000233
DB00634,Sulfacetamide,144-80-9,SmallMoleculeDrug,"",D05947,5320,46504544,63845,PA451536,"",,,,8145; 8144,http://www.rxlist.com/cgi/generic3/plexion.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ava1674.shtml,Sulfacetamide,http://www.drugs.com/cdi/sulfacetamide-drops.html,,5129,,DAP001191
DB00635,Prednisone,53-03-2,SmallMoleculeDrug,C07370,D00473,5865,46508166,8382,PA451100,PDN,"","","",7566,http://www.rxlist.com/cgi/generic/pred.htm,"",Prednisone,http://www.drugs.com/prednisone.html,,5656,,DAP001041
DB00636,Clofibrate,637-07-0,SmallMoleculeDrug,C06916,D00279,2796,46504748,3750,PA449045,"",,,,9842,http://www.rxlist.com/cgi/generic2/clofibrate.htm,"",Clofibrate,http://www.drugs.com/mtm/clofibrate.html,,2694,,DAP000262
DB00637,Astemizole,68844-77-9,SmallMoleculeDrug,C06832,D00234,2247,46508569,2896,PA448498,"","","","",1879,http://www.rxlist.com/cgi/generic/astem.htm,"",Astemizole,http://www.drugs.com/mtm/astemizole.html,,2160,24226,DAP000326
DB00638,Inulin,9005-80-5,SmallMoleculeDrug,C03323,D00171,24763,46508287,15443,PA450043,"","","","","","",http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/inu_0299.shtml,Inulin,http://www.drugs.com/cons/inulin-intravenous.html,,23149,,DAP001304
DB00639,Butoconazole,64872-77-1,SmallMoleculeDrug,C08066,D00880,47472,46508016,"",PA164781353,"","","","",1310,http://www.rxlist.com/cgi/generic2/butoconazole.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/myc1567.shtml,Butoconazole,http://www.drugs.com/cdi/butoconazole-cream.html,,43192,,DAP001267
DB00640,Adenosine,58-61-7,SmallMoleculeDrug,C00212,D00045,60961,46508728,16335,PA448049,101,,,,4732,http://www.rxlist.com/cgi/generic3/adenos.htm,"",Adenosine,http://www.drugs.com/cdi/adenosine.html,,54923,,DAP000223
DB00641,Simvastatin,79902-63-9,SmallMoleculeDrug,"",D00434,54454,46508654,9150,PA451363,SIM,"","","",1221,http://www.rxlist.com/cgi/generic/simva.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/zoc1500.shtml,Simvastatin,http://www.drugs.com/simvastatin.html,,,,DAP001519
DB00642,Pemetrexed,150399-23-8,SmallMoleculeDrug,"","",60843,46505640,"",PA10810,LYA,"","","",13326,http://www.rxlist.com/cgi/generic3/alimta.htm,"",Pemetrexed,http://www.drugs.com/cdi/pemetrexed.html,,54830,,DCL000320
DB00643,Mebendazole,31431-39-7,SmallMoleculeDrug,"",D00368,4030,46508807,6704,PA164776669,"",,,,2434,http://www.rxlist.com/cgi/generic3/mebend.htm,"",Mebendazole,http://www.drugs.com/cdi/mebendazole.html,,3890,,DAP000950
DB00644,Gonadorelin,6918-09-8,SmallMoleculeDrug,C07607,"",36523,46506144,"",PA449801,"",,,,7330; 11313; 7362; 7361,http://www.rxlist.com/cgi/generic2/gonadorelin.htm,"",Gonadorelin,http://www.drugs.com/cdi/gonadorelin.html,,33562,,DAP001052
DB00645,Dyclonine,586-60-7,SmallMoleculeDrug,C07881,"",3180,46506697,4724,PA164748037,"","","","",5669,"","",Dyclonine,http://www.drugs.com/cdi/dyclonine-lozenges.html,,3068,,DAP000509
DB00646,Nystatin,1400-61-9,SmallMoleculeDrug,C06572,D00202,11953884,46504780,"",PA450666,"","","","",8508,http://www.rxlist.com/cgi/generic2/nystat.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/myc1279.shtml,Nystatin,http://www.drugs.com/cdi/nystatin.html,,10128183,,DAP000879
DB00647,Dextropropoxyphene,469-62-5,SmallMoleculeDrug,C07406,D07809,10100,46506690,51173,PA451142,"",,,,9952; 2555,http://www.rxlist.com/cgi/generic/propox.htm,"",Propoxyphene,http://www.drugs.com/propoxyphene.html,,,,DAP000017
DB00648,Mitotane,53-19-0,SmallMoleculeDrug,"",D00420,4211,46508319,"",PA164746157,"",,,,2100,http://www.rxlist.com/cgi/generic2/mitotane.htm,"",Mitotane,http://www.drugs.com/cdi/mitotane.html,,4066,,DAP000033
DB00649,Stavudine,3056-17-5,SmallMoleculeDrug,C07312,D00445,18283,46506943,"",PA451494,"","",,"",66,http://www.rxlist.com/cgi/generic/stavudin.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/zer1496.shtml,Stavudine,http://www.drugs.com/cdi/stavudine.html,,17270,50013111,DAP000172
DB00650,Leucovorin,1492-18-8,SmallMoleculeDrug,"","",149436,46505436,"",PA450198,"","","","",11389,http://www.rxlist.com/cgi/generic/leucovorin.htm,"",Leucovorin,http://www.drugs.com/cdi/leucovorin.html,,,,DAP001244
DB00651,Dyphylline,479-18-5,SmallMoleculeDrug,C07819,D00691,3182,46504443,4728,PA164748027,"",,,,6711,http://www.rxlist.com/cgi/generic2/dyphylline.htm,"","",http://www.drugs.com/cdi/dyphylline.html,,3070,,DAP000596
DB00652,Pentazocine,359-83-1,SmallMoleculeDrug,C07421,D00498,441278,46506363,"",PA164744326,"","","","",9401,http://www.rxlist.com/cgi/generic/pentazocine.htm,"",Pentazocine,http://www.drugs.com/cdi/pentazocine.html,,390041,50001028,DAP000356
DB00653,Magnesium Sulfate,7487-88-9,SmallMoleculeDrug,"",D01108,24083,46508411,32599,PA450302,"","",,"",8750,http://www.rxlist.com/cgi/generic3/mgso4.htm,"",Magnesium_Sulfate,http://www.drugs.com/cdi/magnesium-sulfate.html,,23226,,DAP000201
DB00654,Latanoprost,130209-82-4,SmallMoleculeDrug,"",D00356,5311221,46506279,6384,PA164774763,"","","","",11458,http://www.rxlist.com/cgi/generic/latanoprost.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/xal1490.shtml,Latanoprost,http://www.drugs.com/cdi/latanoprost-drops.html,,,50150899,DAP001216
DB00655,Estrone,53-16-7,SmallMoleculeDrug,C00468,D00067,5870,46505916,17263,PA449512,E3G,,,,7445,"","",Estrone,"",,5660,17289,DAP001020
DB00656,Trazodone,19794-93-5,SmallMoleculeDrug,C07156,"",5533,46506648,9654,PA451744,"",,,,1939; 11748,http://www.rxlist.com/cgi/generic/traz.htm,"",Trazodone,http://www.drugs.com/trazodone.html,,5332,,DAP000104
DB00657,Mecamylamine,60-40-2,SmallMoleculeDrug,C07511,"",4032,46508607,"",PA450334,"",,,,"",http://www.rxlist.com/cgi/generic2/mecamylamine.htm,"",Mecamylamine,http://www.drugs.com/cdi/mecamylamine.html,,3892,50061565,DAP000027
DB00658,Sevelamer,152751-57-0,SmallMoleculeDrug,"",D01983,3085017,46505951,"",PA164781197,"","","","",11777; 20603,http://www.rxlist.com/cgi/generic2/sevel.htm,"",Sevelamer,http://www.drugs.com/cdi/sevelamer.html,,2341997,,
DB00659,Acamprosate,77337-76-9,SmallMoleculeDrug,"",D02780,71158,46506657,51041,PA10344,"","","","",20124,http://www.rxlist.com/cgi/generic3/campral.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/cam1691.shtml,Acamprosate,http://www.drugs.com/cdi/acamprosate.html,,64300,,DAP000857
DB00660,Metaxalone,1665-48-1,SmallMoleculeDrug,C07934,D00773,15459,46506253,"",PA164747189,"","","","","",http://www.rxlist.com/cgi/generic/metax.htm,"",Metaxalone,http://www.drugs.com/cdi/metaxalone.html,,14709,,
DB00661,Verapamil,52-53-9,SmallMoleculeDrug,C07188,D02356,2520,46508158,9948,PA451868,"",,,,10110,http://www.rxlist.com/cgi/generic/verapsr.htm,"",Verapamil,http://www.drugs.com/verapamil.html,,2425,50005628,DAP000040
DB00662,Trimethobenzamide,138-56-7,SmallMoleculeDrug,C07178,"",5577,46507787,"",PA164764516,"",,,,"",http://www.rxlist.com/cgi/generic3/trimethbenz.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/tig1443.shtml,Trimethobenzamide,http://www.drugs.com/cdi/trimethobenzamide.html,,5375,,
DB00663,Flumethasone,2135-17-3,SmallMoleculeDrug,C14479,D04208,,,34764,PA164749388,"",,,,7568; 7573,"","","","",,,,DAP000814
DB00664,Sulfametopyrazine,152-47-6,SmallMoleculeDrug,C12616,D01216,9047,46505111,"",PA164747038,"","","","","","","","","",,8695,,DAP001199
DB00665,Nilutamide,63612-50-0,SmallMoleculeDrug,C08164,D00965,4493,46505381,7573,PA450632,"",,,,1243,http://www.rxlist.com/cgi/generic2/nilutam.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/nil1294.shtml,Nilutamide,http://www.drugs.com/cdi/nilutamide.html,,4337,,DAP000302
DB00666,Nafarelin,76932-56-4,SmallMoleculeDrug,C07613,"",25077649,46506496,"",PA164754805,"",,,,11439; 7329,http://www.rxlist.com/cgi/generic2/nafarelin.htm,"",Nafarelin,http://www.drugs.com/cdi/nafarelin.html,,10605761,,DAP001051
DB00667,Histamine Phosphate,51-74-1,SmallMoleculeDrug,"","",65513,46509118,"",PA449880,"",,,,6216,"","","",http://www.drugs.com/cons/histamine-phosphate-intradermal.html,,58959,,DNC000732
DB00668,Epinephrine,51-43-4,SmallMoleculeDrug,C00788,D00095,5816,46509097,28918,PA449470,ALE,"","","",8926; 8923; 8921,http://www.rxlist.com/cgi/generic/epi.htm,"",Epinephrine,http://www.drugs.com/mtm/epinephrine-ophthalmic.html,,5611,,DAP000066
DB00669,Sumatriptan,103628-46-2,SmallMoleculeDrug,C07319,D00451,5358,46506520,10650,PA451566,"","","","",11323,http://www.rxlist.com/cgi/generic/sumitr.htm,"",Sumatriptan,http://www.drugs.com/cdi/sumatriptan.html,,5165,,DNC001649
DB00670,Pirenzepine,28797-61-7,SmallMoleculeDrug,C07508,"",4848,46509029,8247,PA10159,"",,,,20323,"","",Pirenzepine,"",,4682,,DAP000492
DB00671,Cefixime,79350-37-1,SmallMoleculeDrug,C06881,D00258,5362065,46508684,472657,PA164768821,"",,,,1236,http://www.rxlist.com/cgi/generic/cefixime.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/sup1416.shtml,Cefixime,http://www.drugs.com/cdi/cefixime.html,,,,DAP000439
DB00672,Chlorpropamide,94-20-2,SmallMoleculeDrug,"",D00271,2727,46506402,3650,PA448966,"",,,,9406,http://www.rxlist.com/cgi/generic2/chlorpro.htm,"",Chlorpropamide,http://www.drugs.com/cdi/chlorpropamide.html,,2626,,DAP000923
DB00673,Aprepitant,170729-80-3,SmallMoleculeDrug,"","",6918365,46505211,499361,PA164747039,"",,,,20156,http://www.rxlist.com/cgi/generic3/emend.htm,"",Aprepitant,http://www.drugs.com/cdi/aprepitant.html,,,,DNC000952
DB00674,Galantamine,357-70-0,SmallMoleculeDrug,C08526,D04292,9651,46505659,5264,PA449726,GNT,"","","",12329,http://www.rxlist.com/cgi/generic/reminyl.htm,"",Galantamine,http://www.drugs.com/cdi/galantamine.html,,23175565,10404,DAP000559
DB00675,Tamoxifen,10540-29-1,SmallMoleculeDrug,C07108,D00966,2733526,46505515,9396,PA451581,OHT,"",,"",11164; 2137,http://www.rxlist.com/cgi/generic/tamox.htm,"",Tamoxifen,http://www.drugs.com/tamoxifen.html,,2015313,20607,DAP000108
DB00676,Benzyl Benzoate,120-51-4,SmallMoleculeDrug,C12537,D01138,2345,46508023,"",PA164748881,BZM,,,,7048,"","",Benzyl_Benzoate,http://www.drugs.com/cons/benzyl-benzoate-topical.html,,13856959,,
DB00677,Isoflurophate,55-91-4,SmallMoleculeDrug,C00202,D00043,5936,46504499,17941,PA164748933,"",,,,"","","",Isoflurophate,"",,5723,,DAP000896
DB00678,Losartan,114798-26-4,SmallMoleculeDrug,C07072,D08146,3961,46506538,6541,PA450268,"","","","",144,http://www.rxlist.com/cgi/generic/losar.htm,"",Losartan,http://www.drugs.com/cdi/losartan.html,,3824,,DAP000523
DB00679,Thioridazine,50-52-2,SmallMoleculeDrug,"",D00373,5452,46509070,9566,PA451666,"",,,,7962; 7964,http://www.rxlist.com/cgi/generic3/thioridazine.htm,"",Thioridazine,http://www.drugs.com/cdi/thioridazine.html,,5253,,DAP000476
DB00680,Moricizine,31883-05-3,SmallMoleculeDrug,C07743,D05077,34633,46509072,6997,PA164747738,"",,,,"","","",Moricizine,http://www.drugs.com/cdi/moricizine.html,,31872,,DAP000510
DB00681,Amphotericin B,1397-89-3,SmallMoleculeDrug,C06573,D00203,5280965,46505473,"",PA448415,"",,,,8493,http://www.rxlist.com/cgi/generic2/amphoter.htm,"",Amphotericin_B,http://www.drugs.com/cdi/amphotericin-b.html,,14245,,DAP001322
DB00682,Warfarin,81-81-2,SmallMoleculeDrug,C01541,"",54678486,46504711,10033,PA451906,"",,,,9054,http://www.rxlist.com/cgi/generic/warfarin.htm,"",Warfarin,http://www.drugs.com/warfarin.html,,,50088240,DAP000770
DB00683,Midazolam,59467-70-8,SmallMoleculeDrug,C07524,D00550,4192,46507611,"",PA450496,"","","","",11188,http://www.rxlist.com/cgi/generic2/versedsyr.htm,"",Midazolam,http://www.drugs.com/cdi/midazolam.html,,4047,21363,DAP000241
DB00684,Tobramycin,32986-56-4,SmallMoleculeDrug,C00397,D00063,36294,46507662,28864,PA451704,TOY,"","","",8565; 8596,http://www.rxlist.com/cgi/generic/tobi.htm,"",Tobramycin,http://www.drugs.com/cdi/tobramycin-drops.html,,33377,50090265,DAP000110
DB00685,Trovafloxacin,147059-72-1,SmallMoleculeDrug,C07664,"",62959,46508751,"",PA164749184,"","","","",11817,http://www.rxlist.com/cgi/generic/trovazit.htm,"",Trovafloxacin,http://www.drugs.com/mtm/trovafloxacin.html,,56670,50146361,DAP000652
DB00686,Pentosan Polysulfate,37300-21-3,SmallMoleculeDrug,"","",37720,46509187,"",PA164774806,"","",,"",716,http://www.rxlist.com/cgi/generic2/pento.htm,"","","",,34595,,DAP001025
DB00687,Fludrocortisone,127-31-1,SmallMoleculeDrug,C07004,"",31378,46508616,50885,PA164743961,"",,,,7526,http://www.rxlist.com/cgi/generic/fludro.htm,"",Fludrocortisone,http://www.drugs.com/cdi/fludrocortisone.html,,29111,,DAP001105
DB00688,Mycophenolate mofetil,128794-94-5,SmallMoleculeDrug,C07908,D00752,5281078,46505626,"",PA450566,"","",,"",118,http://www.rxlist.com/cgi/generic3/cellcept.htm,"",Mycophenolate_mofetil,http://www.drugs.com/cdi/mycophenolate-mofetil.html,,4444535,,DNC000397
DB00689,Cephaloglycin,3577-01-3,SmallMoleculeDrug,C13440,D01949,19150,46506850,"",PA164781027,"",,,,"","","",Cephaloglycin,"",,18069,,DAP001158
