Ligand id,Name,Species,Type,Approved,Withdrawn,Labelled,Radioactive,PubChem SID,PubChem CID,UniProt id,IUPAC name,INN,Synonyms,SMILES,InChIKey,InChI
8992,compound 49 [PMID: 24405707],,Synthetic organic,,,,,310264770,117072555,,"3-(1-{2-[(2R,5S)-2-[2-(4-tert-butylpiperazin-1-yl)-3-fluorophenyl]-3-(3,3-dimethylbutyl)-4-oxo-1,3-thiazolidin-5-yl]acetyl}piperidin-4-yl)-2,3,4,5,5a,9a-hexahydro-1H-1,3-benzodiazepin-2-one",,,O=C(N1CCC(CC1)N1CCC2C(NC1=O)C=CC=C2)C[C@@H]1S[C@@H](N(C1=O)CCC(C)(C)C)c1cccc(c1N1CCN(CC1)C(C)(C)C)F,UUUGXEGGIAPJQE-MYMUVWEJSA-N,"InChI=1S/C39H57FN6O3S/c1-38(2,3)17-21-46-35(48)32(50-36(46)29-11-9-12-30(40)34(29)43-22-24-44(25-23-43)39(4,5)6)26-33(47)42-18-15-28(16-19-42)45-20-14-27-10-7-8-13-31(27)41-37(45)49/h7-13,27-28,31-32,36H,14-26H2,1-6H3,(H,41,49)/t27?,31?,32-,36+/m0/s1"
6707,"compound 4a [Marquart <i>et al.</i>, 1994]",,Synthetic organic,,,,,178103318,44275335,,"(1R,7S,9aS)-7-decyl-octahydro-1H-quinolizin-1-ol",,,CCCCCCCCCC[C@H]1CC[C@@H]2N(C1)CCC[C@H]2O,ASQOQJYHIYYTEJ-GBESFXJTSA-N,"InChI=1S/C19H37NO/c1-2-3-4-5-6-7-8-9-11-17-13-14-18-19(21)12-10-15-20(18)16-17/h17-19,21H,2-16H2,1H3/t17-,18-,19+/m0/s1"
2962,"compound 4 [Balasubramanian <i>et al.</i>, 1992]",,Synthetic organic,,,,,178100249,73755029,,"(6E)-8-[(9Z)-3,6-difluoro-9H-fluoren-9-ylidene]-3,5-dihydroxy-8-(1-methyl-1H-1,2,3,4-tetrazol-5-yl)oct-6-enoate",,,OC(CC(/C=C/C(=C1c2ccc(cc2c2c1ccc(c2)F)F)c1nnnn1C)O)CC(=O)[O-],FKJZGUOTNGCEHQ-QPJJXVBHSA-M,"InChI=1S/C23H20F2N4O4/c1-29-23(26-27-28-29)18(7-4-14(30)10-15(31)11-21(32)33)22-16-5-2-12(24)8-19(16)20-9-13(25)3-6-17(20)22/h2-9,14-15,30-31H,10-11H2,1H3,(H,32,33)/p-1/b7-4+"
6708,"compound 4b [Marquart <i>et al.</i>, 1994]",,Synthetic organic,,,,,178103319,44275353,,"(1R,7R,9aS)-7-decyl-octahydro-1H-quinolizin-1-ol",,,CCCCCCCCCC[C@@H]1CC[C@@H]2N(C1)CCC[C@H]2O,ASQOQJYHIYYTEJ-CEXWTWQISA-N,"InChI=1S/C19H37NO/c1-2-3-4-5-6-7-8-9-11-17-13-14-18-19(21)12-10-15-20(18)16-17/h17-19,21H,2-16H2,1H3/t17-,18+,19-/m1/s1"
6206,compound 4b [PMID: 16099654],,Synthetic organic,,,,,178102827,9923127,,N-(2-ethyltetrazol-5-yl)-9H-xanthene-9-carboxamide,,,CCn1nnc(n1)NC(=O)C1c2ccccc2Oc2c1cccc2,HVTLYEBQNBWUIT-UHFFFAOYSA-N,"InChI=1S/C17H15N5O2/c1-2-22-20-17(19-21-22)18-16(23)15-11-7-3-5-9-13(11)24-14-10-6-4-8-12(14)15/h3-10,15H,2H2,1H3,(H,18,20,23)"
7755,compound 4b [PMID: 19683441],,Synthetic organic,,,,,223366088,24890862,,"1'-({6-[(1E)-(3,4-difluorophenyl)(ethoxyimino)methyl]pyridin-3-yl}methyl)-5-methyl-5,6-dihydro-3H-spiro[furo[3,4-c]pyridine-1,4'-piperidine]-6-one",,,CCO/N=C(\c1ccc(c(c1)F)F)/c1ccc(cn1)CN1CCC2(CC1)OCc1c2cc(=O)n(c1)C,FPPIDMVDDSIXTQ-GKPLWNPISA-N,"InChI=1S/C27H28F2N4O3/c1-3-36-31-26(19-5-6-22(28)23(29)12-19)24-7-4-18(14-30-24)15-33-10-8-27(9-11-33)21-13-25(34)32(2)16-20(21)17-35-27/h4-7,12-14,16H,3,8-11,15,17H2,1-2H3/b31-26+"
8614,compound 4b [PMID: 20690647],,Synthetic organic,,,,,252166815,25195974,,"benzyl N-[(2S)-1-[[1-[3-(6-amino-2-methoxypurin-9-yl)propylamino]-1,2-dioxopentan-3-yl]amino]-4-methyl-1-oxopentan-2-yl]carbamate",,"Cbz-Leu-D,L-Abu-CONH-(CH(2))(3)-2-methoxyadenin-9-yl",CCC(C(=O)C(=O)NCCCn1cnc2c1nc(OC)nc2N)NC(=O)[C@@H](NC(=O)OCc1ccccc1)CC(C)C,MBPXUEHDROHPFW-ANYOKISRSA-N,"InChI=1S/C28H38N8O6/c1-5-19(32-25(38)20(14-17(2)3)33-28(40)42-15-18-10-7-6-8-11-18)22(37)26(39)30-12-9-13-36-16-31-21-23(29)34-27(41-4)35-24(21)36/h6-8,10-11,16-17,19-20H,5,9,12-15H2,1-4H3,(H,30,39)(H,32,38)(H,33,40)(H2,29,34,35)/t19?,20-/m0/s1"
3097,"compound 4 (Brinkman <i>et al</i>., 1996)",,Synthetic organic,,,,,135649693,9928892,,{2-[4-(benzyloxy)phenoxy]ethyl}(2-phenylpropyl)amine,,,CC(c1ccccc1)CNCCOc1ccc(cc1)OCc1ccccc1,MDMYMJUIQIOGGF-UHFFFAOYSA-N,"InChI=1S/C24H27NO2/c1-20(22-10-6-3-7-11-22)18-25-16-17-26-23-12-14-24(15-13-23)27-19-21-8-4-2-5-9-21/h2-15,20,25H,16-19H2,1H3"
8852,compound 4d [PMID: 20655626],,Synthetic organic,,,,,252827509,46945265,,"2-[(2-bromophenyl)methyl]-6-methoxy-3,4-dihydro-2H-naphthalen-1-one",,,COc1ccc2c(c1)CCC(C2=O)Cc1ccccc1Br,GKGZPFKBDIIBHB-UHFFFAOYSA-N,"InChI=1S/C18H17BrO2/c1-21-15-8-9-16-12(11-15)6-7-14(18(16)20)10-13-4-2-3-5-17(13)19/h2-5,8-9,11,14H,6-7,10H2,1H3"
7516,compound 4d [PMID: 21851057],,Synthetic organic,,,,,187051818,54669868,,"1-[3-(dimethyl-1,2-oxazol-4-yl)-5-ethoxyphenyl]ethan-1-ol",,,CCOc1cc(cc(c1)c1c(C)noc1C)C(O)C,AONNGYBECNOVTK-UHFFFAOYSA-N,"InChI=1S/C15H19NO3/c1-5-18-14-7-12(10(3)17)6-13(8-14)15-9(2)16-19-11(15)4/h6-8,10,17H,5H2,1-4H3"
2969,compound 4d [PMID: 2296036],,Synthetic organic,,,,,135649807,44370460,,(4R)-6-{2-[2-ethyl-4-(4-fluorophenyl)-6-phenylpyridin-3-yl]ethyl}-4-hydroxyoxan-2-one,,,CCc1nc(cc(c1CCC1C[C@@H](O)CC(=O)O1)c1ccc(cc1)F)c1ccccc1,PNHBRYIAJCYNDA-VQCQRNETSA-N,"InChI=1S/C26H26FNO3/c1-2-24-22(13-12-21-14-20(29)15-26(30)31-21)23(17-8-10-19(27)11-9-17)16-25(28-24)18-6-4-3-5-7-18/h3-11,16,20-21,29H,2,12-15H2,1H3/t20-,21?/m1/s1"
8483,compound 4d [PMID: 25489658],,Synthetic organic,,,,,252166691,90170031,,(3-chlorophenyl) 6-(bromomethyl)-2-oxochromene-3-carboxylate,,,BrCc1ccc2c(c1)cc(c(=O)o2)C(=O)Oc1cccc(c1)Cl,RNWNTBMGGUARMR-UHFFFAOYSA-N,"InChI=1S/C17H10BrClO4/c18-9-10-4-5-15-11(6-10)7-14(17(21)23-15)16(20)22-13-3-1-2-12(19)8-13/h1-8H,9H2"
3090,compound 4e [PMID: 7966163],,Synthetic organic,,,,,135649852,44352889,,"(6R,7R)-1-[(4S,5R)-4-(acetyloxy)-5-benzyl-3-methylidenehexyl]-4,7-dihydroxy-6-{[(11-phenoxyundecyl)carbamoyl]oxy}-2,8-dioxabicyclo[3.2.1]octane-3,4,5-tricarboxylic acid",,,CC(=O)O[C@@H]([C@@H](Cc1ccccc1)C)C(=C)CCC12OC(C(=O)O)C(C(O1)([C@@H]([C@H]2O)OC(=O)NCCCCCCCCCCCOc1ccccc1)C(=O)O)(O)C(=O)O,QOLHWXNSCZGWHK-BWBORTOCSA-N,"InChI=1S/C43H57NO15/c1-28(33(56-30(3)45)29(2)27-31-19-13-11-14-20-31)23-24-41-34(46)35(43(59-41,39(51)52)42(54,38(49)50)36(58-41)37(47)48)57-40(53)44-25-17-9-7-5-4-6-8-10-18-26-55-32-21-15-12-16-22-32/h11-16,19-22,29,33-36,46,54H,1,4-10,17-18,23-27H2,2-3H3,(H,44,53)(H,47,48)(H,49,50)(H,51,52)/t29-,33-,34-,35-,36?,41?,42?,43?/m1/s1"
2970,compound 4ff [PMID: 1656041],,Synthetic organic,,,,,135649809,44331923,,"(4R)-6-[2-(4-fluorophenyl)-4,6-bis(propan-2-yl)phenoxymethyl]-4-hydroxyoxan-2-one",,,O[C@@H]1CC(COc2c(cc(cc2c2ccc(cc2)F)C(C)C)C(C)C)OC(=O)C1,JMEOINPEUMGNEF-FIWHBWSRSA-N,"InChI=1S/C24H29FO4/c1-14(2)17-9-21(15(3)4)24(22(10-17)16-5-7-18(25)8-6-16)28-13-20-11-19(26)12-23(27)29-20/h5-10,14-15,19-20,26H,11-13H2,1-4H3/t19-,20?/m1/s1"
3077,compound 4g [PMID: 17709461],,Synthetic organic,,,,,135650240,44584870,,ethyl 2-[4-(2-{3-hydroxy-1-azabicyclo[2.2.2]octan-3-yl}ethynyl)phenyl]acetate,,,CCOC(=O)Cc1ccc(cc1)C#CC1(O)CN2CCC1CC2,YWKVMGDEOUPQGN-UHFFFAOYSA-N,"InChI=1S/C19H23NO3/c1-2-23-18(21)13-16-5-3-15(4-6-16)7-10-19(22)14-20-11-8-17(19)9-12-20/h3-6,17,22H,2,8-9,11-14H2,1H3"
8211,compound 4g [PMID: 21316219],,Synthetic organic,,,,,249565891,53322294,,"2-[(2Z)-2-(1,2-dihydropyrazolo[4,3-b]pyridin-3-ylidene)indol-6-yl]-1-phenylethanone",,,O=C(c1ccccc1)Cc1ccc2c(c1)[nH]c(c2)c1n[nH]c2c1nccc2,CDVMXMZPDJHSCC-UHFFFAOYSA-N,"InChI=1S/C22H16N4O/c27-20(15-5-2-1-3-6-15)12-14-8-9-16-13-19(24-18(16)11-14)22-21-17(25-26-22)7-4-10-23-21/h1-11,13,24H,12H2,(H,25,26)"
8626,compound 4g [PMID: 22595175],,Synthetic organic,,,,,252166826,66561876,,"3-(4-methoxybenzoyl)-5,5-dimethyl-1,3-oxazolidine-2,4-dione",,,COc1ccc(cc1)C(=O)N1C(=O)OC(C1=O)(C)C,ZYRNCIWULACSEK-UHFFFAOYSA-N,"InChI=1S/C13H13NO5/c1-13(2)11(16)14(12(17)19-13)10(15)8-4-6-9(18-3)7-5-8/h4-7H,1-3H3"
2968,compound 4i [PMID: 2296036],,Synthetic organic,,,,,135649808,44370459,,(4R)-6-{2-[4-(4-fluorophenyl)-6-phenyl-2-(propan-2-yl)pyridin-3-yl]ethyl}-4-hydroxyoxan-2-one,,,O[C@@H]1CC(CCc2c(nc(cc2c2ccc(cc2)F)c2ccccc2)C(C)C)OC(=O)C1,QVBVQHTXLPNXEY-ZMFCMNQTSA-N,"InChI=1S/C27H28FNO3/c1-17(2)27-23(13-12-22-14-21(30)15-26(31)32-22)24(18-8-10-20(28)11-9-18)16-25(29-27)19-6-4-3-5-7-19/h3-11,16-17,21-22,30H,12-15H2,1-2H3/t21-,22?/m1/s1"
8628,compound 4 [PMID: 12408711],,Synthetic organic,,,,,252166828,5327304,,5-[[5-[[(2S)-1-carboxy-3-oxopropan-2-yl]carbamoyl]pyridin-2-yl]methylsulfamoyl]-2-hydroxybenzoic acid,,,O=C[C@@H](NC(=O)c1ccc(nc1)CNS(=O)(=O)c1cccc(c1)C(=O)O)CC(=O)O,MENAYYMPBRSAAE-AWEZNQCLSA-N,"InChI=1S/C18H17N3O8S/c22-10-14(7-16(23)24)21-17(25)12-4-5-13(19-8-12)9-20-30(28,29)15-3-1-2-11(6-15)18(26)27/h1-6,8,10,14,20H,7,9H2,(H,21,25)(H,23,24)(H,26,27)/t14-/m0/s1"
8832,compound 4 [PMID: 16495056],,Synthetic organic,,,,,252827489,11641076,,4-[4-[hydroxy-di(phenyl)methyl]piperidin-1-yl]-1-(4-propylphenyl)butan-1-one,,,CCCc1ccc(cc1)C(=O)CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O,PBIBEWTURATALQ-UHFFFAOYSA-N,"InChI=1S/C31H37NO2/c1-2-10-25-16-18-26(19-17-25)30(33)15-9-22-32-23-20-29(21-24-32)31(34,27-11-5-3-6-12-27)28-13-7-4-8-14-28/h3-8,11-14,16-19,29,34H,2,9-10,15,20-24H2,1H3"
6545,compound 4 [PMID: 18163548],,Synthetic organic,,,,,178103159,449051,,(2R)-N-[(2S)-1-[(4-carbamimidoylphenyl)methylamino]-3-hydroxy-1-oxopropan-2-yl]-3-hydroxy-2-(phenylmethylsulfonylamino)propanamide,,,OC[C@@H](C(=O)NCc1ccc(cc1)C(=N)N)NC(=O)[C@H](NS(=O)(=O)Cc1ccccc1)CO,ZNOKJHWJKULOGM-ZWKOTPCHSA-N,"InChI=1S/C21H27N5O6S/c22-19(23)16-8-6-14(7-9-16)10-24-20(29)17(11-27)25-21(30)18(12-28)26-33(31,32)13-15-4-2-1-3-5-15/h1-9,17-18,26-28H,10-13H2,(H3,22,23)(H,24,29)(H,25,30)/t17-,18+/m0/s1"
3080,compound 4 [PMID: 18754614],,Synthetic organic,,,,,135649728,25108105,,"3-[4-(thiophen-2-yl)phenyl]-octahydropyrido[2,1-c]morpholin-3-ol",,,OC1(OCC2N(C1)CCCC2)c1ccc(cc1)c1cccs1,DXCCBGQUDIVOAH-UHFFFAOYSA-N,"InChI=1S/C18H21NO2S/c20-18(13-19-10-2-1-4-16(19)12-21-18)15-8-6-14(7-9-15)17-5-3-11-22-17/h3,5-9,11,16,20H,1-2,4,10,12-13H2"
8623,compound 4 [PMID: 19954973],,Synthetic organic,,,,,252166824,10286113,,(2S)-2-(2-aminoethoxy)-3-(1-phenylimidazol-4-yl)propanoic acid,,,NCCO[C@H](C(=O)O)Cc1ncn(c1)c1ccccc1,LVCATUGNENEDGZ-ZDUSSCGKSA-N,"InChI=1S/C14H17N3O3/c15-6-7-20-13(14(18)19)8-11-9-17(10-16-11)12-4-2-1-3-5-12/h1-5,9-10,13H,6-8,15H2,(H,18,19)/t13-/m0/s1"
6224,compound 4 [PMID: 21105727],,Synthetic organic,,,,,178102845,49858118,,"(6E)-6-(hydroxyimino)-N-(4-methoxyphenyl)-2-oxatricyclo[5.4.0.0^{3,5}]undeca-1(11),7,9-triene-3-carboxamide",,,O/N=C\1/c2ccccc2OC2(C1C2)C(=O)Nc1ccc(cc1)OC,VRGVOWFKLSZRDR-SILNSSARSA-N,"InChI=1S/C18H16N2O4/c1-23-12-8-6-11(7-9-12)19-17(21)18-10-14(18)16(20-22)13-4-2-3-5-15(13)24-18/h2-9,14,22H,10H2,1H3,(H,19,21)/b20-16-"
6712,compound 4 [PMID: 22533316],,Synthetic organic,,,,,178103323,22314173,,"4-[[3-(4-bromophenyl)-1,2-benzothiazol-6-yl]oxy]-N-methyl-N-prop-2-enylbutan-1-amine",,,C=CCN(CCCCOc1ccc2c(c1)snc2c1ccc(cc1)Br)C,PDHRIPJKNGUCJP-UHFFFAOYSA-N,"InChI=1S/C21H23BrN2OS/c1-3-12-24(2)13-4-5-14-25-18-10-11-19-20(15-18)26-23-21(19)16-6-8-17(22)9-7-16/h3,6-11,15H,1,4-5,12-14H2,2H3"
5905,compound 4 [PMID: 22984835],,Synthetic organic,,,,,178102528,44126037,,(4S)-4-({5-[1-(ethoxycarbonyl)cyclobutoxy]-1-phenyl-1H-pyrazol-3-yl}formamido)-5-[4-(ethoxycarbonyl)piperazin-1-yl]-5-oxopentanoic acid,,,CCOC(=O)N1CCN(CC1)C(=O)[C@@H](NC(=O)c1cc(n(n1)c1ccccc1)OC1(CCC1)C(=O)OCC)CCC(=O)O,HPSHQEAEJMOGDO-NRFANRHFSA-N,"InChI=1S/C29H37N5O9/c1-3-41-27(39)29(13-8-14-29)43-23-19-22(31-34(23)20-9-6-5-7-10-20)25(37)30-21(11-12-24(35)36)26(38)32-15-17-33(18-16-32)28(40)42-4-2/h5-7,9-10,19,21H,3-4,8,11-18H2,1-2H3,(H,30,37)(H,35,36)/t21-/m0/s1"
6148,compound 4 [PMID: 23083103],,Synthetic organic,,,,,178102769,73755176,,"[[(2R,3R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphinothioyl]oxy-[[[[(3R,4S,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-sulfanylphosphoryl]oxy-hydroxyphosphoryl]-chloromethyl]phosphinic acid",,,O[C@H]1C(COP(=O)(OP(=O)(C(P(=O)(OP(=O)(OC[C@H]2O[C@H](C([C@H]2O)O)n2cnc3c2ncnc3N)S)O)Cl)O)S)O[C@H]([C@H]1O)n1cnc2c1ncnc2N,SQXLFBVOQBYLCG-BUWSHSPFSA-N,"InChI=1S/C21H29ClN10O16P4S2/c22-21(49(37,38)47-51(41,53)43-1-7-11(33)13(35)19(45-7)31-5-29-9-15(23)25-3-27-17(9)31)50(39,40)48-52(42,54)44-2-8-12(34)14(36)20(46-8)32-6-30-10-16(24)26-4-28-18(10)32/h3-8,11-14,19-21,33-36H,1-2H2,(H,37,38)(H,39,40)(H,41,53)(H,42,54)(H2,23,25,27)(H2,24,26,28)/t7-,8?,11+,12+,13?,14+,19-,20-,21?,51?,52?/m1/s1"
8941,compound 4 [PMID: 24432870],,Synthetic organic,,,,,310264722,68181876,,"4-[3-(4-amino-1,3,5-triazin-2-yl)-2-methylbenzimidazol-5-yl]-2-methylbut-3-yne-1,2-diol",,,OCC(C#Cc1ccc2c(c1)n(c1ncnc(n1)N)c(n2)C)(O)C,XFZMSTKVAOPBGR-UHFFFAOYSA-N,"InChI=1S/C16H16N6O2/c1-10-20-12-4-3-11(5-6-16(2,24)8-23)7-13(12)22(10)15-19-9-18-14(17)21-15/h3-4,7,9,23-24H,8H2,1-2H3,(H2,17,18,19,21)"
8384,compound 4 [PMID: 25259874],,Synthetic organic,,,,,252166596,91827355,,"(2S)-5-(diaminomethylideneamino)-2-[[2-(2,2-diphenylethylsulfanyl)acetyl]amino]pentanoic acid",,,NC(=N)NCCC[C@@H](C(=O)O)NC(=O)CSCC(c1ccccc1)c1ccccc1,OVJFQPIFXZBDKN-IBGZPJMESA-N,"InChI=1S/C22H28N4O3S/c23-22(24)25-13-7-12-19(21(28)29)26-20(27)15-30-14-18(16-8-3-1-4-9-16)17-10-5-2-6-11-17/h1-6,8-11,18-19H,7,12-15H2,(H,26,27)(H,28,29)(H4,23,24,25)/t19-/m0/s1"
8733,compound 4 [PMID: 26191369],,Synthetic organic,,,,,252827391,86764579,,"N-[5-[[(3-fluorophenyl)carbamoylamino]methyl]-2-methylphenyl]imidazo[1,2-a]pyridine-3-carboxamide",,,O=C(Nc1cccc(c1)F)NCc1ccc(c(c1)NC(=O)c1cnc2n1cccc2)C,ZPVUIOVIUFJGHO-UHFFFAOYSA-N,"InChI=1S/C23H20FN5O2/c1-15-8-9-16(13-26-23(31)27-18-6-4-5-17(24)12-18)11-19(15)28-22(30)20-14-25-21-7-2-3-10-29(20)21/h2-12,14H,13H2,1H3,(H,28,30)(H2,26,27,31)"
8734,compound 4 [PMID: 26218264],,Synthetic organic,,,,,252827392,91826683,,(2S)-2-amino-N-(6-aminopyridin-2-yl)propanamide,,,O=C([C@@H](N)C)Nc1cccc(n1)N,LRIKRUHIPRIMEM-YFKPBYRVSA-N,"InChI=1S/C8H12N4O/c1-5(9)8(13)12-7-4-2-3-6(10)11-7/h2-5H,9H2,1H3,(H3,10,11,12,13)/t5-/m0/s1"
3129,compound 4 [PMID: 8576905],,Synthetic organic,,,,,135649830,56947060,,"(5E,9E)-6,10,14-trimethyl-1-phosphonatopentadeca-5,9,13-triene-1-sulfonate",,,C/C(=C\CCCC(S(=O)(=O)[O-])P(=O)([O-])[O-])/CC/C=C(/CCC=C(C)C)\C,GAGCDEGBGYUQJJ-QKXOVSGLSA-K,"InChI=1S/C18H33O6PS/c1-15(2)9-7-11-17(4)13-8-12-16(3)10-5-6-14-18(25(19,20)21)26(22,23)24/h9-10,13,18H,5-8,11-12,14H2,1-4H3,(H2,19,20,21)(H,22,23,24)/p-3/b16-10+,17-13+"
3094,compound 4 [PMID: 8709131],,Synthetic organic,,,,,135649727,9795241,,3-(4-phenylphenyl)-1-azabicyclo[2.2.2]octane,,,c1ccc(cc1)c1ccc(cc1)C1CN2CCC1CC2,ONKAPNPOBBUQAF-UHFFFAOYSA-N,"InChI=1S/C19H21N/c1-2-4-15(5-3-1)16-6-8-17(9-7-16)19-14-20-12-10-18(19)11-13-20/h1-9,18-19H,10-14H2"
6721,compound 4 [PMID: 9003518],,Synthetic organic,,,,,178103332,73755233,,"2,2-dimethyl-3-[(3E,11E)-3,7,12-trimethyl-15-[(4-methylpent-3-en-1-yl)sulfanyl]pentadeca-3,7,11-trien-1-yl]oxirane",,,C/C(=C\CCC=C(CC/C=C(/CCC1OC1(C)C)\C)C)/CCCSCCC=C(C)C,SFOVLQYHQCMFTD-VLUDVKJZSA-N,"InChI=1S/C28H48OS/c1-23(2)13-11-21-30-22-12-18-25(4)15-9-8-14-24(3)16-10-17-26(5)19-20-27-28(6,7)29-27/h13-15,17,27H,8-12,16,18-22H2,1-7H3/b24-14?,25-15+,26-17+"
3019,compound 4p [PMID: 1895299],,Synthetic organic,,,,,135649743,56947022,,(3R)-4-{[(E)-2-[5-ethyl-4-(4-fluorophenyl)-6-phenyl-2-(propan-2-yl)pyridin-3-yl]ethenyl]phosphinato}-3-hydroxybutanoate,,,CCc1c(c2ccc(cc2)F)c(/C=C/P(=O)(C[C@@H](CC(=O)[O-])O)[O-])c(nc1c1ccccc1)C(C)C,LPNRUMVKXCLEBE-JXVRESAISA-L,"InChI=1S/C28H31FNO5P/c1-4-23-26(19-10-12-21(29)13-11-19)24(14-15-36(34,35)17-22(31)16-25(32)33)27(18(2)3)30-28(23)20-8-6-5-7-9-20/h5-15,18,22,31H,4,16-17H2,1-3H3,(H,32,33)(H,34,35)/p-2/b15-14+/t22-/m1/s1"
3108,compound 4q [PMID: 7650673],,Synthetic organic,,,,,135649788,10411224,,"4-{[3-({[(2E)-6,6-dimethylhept-2-en-4-yn-1-yl](ethyl)amino}methyl)phenoxymethyl]dimethylsilyl}benzonitrile",,,CCN(Cc1cccc(c1)OC[Si](c1ccc(cc1)C#N)(C)C)C/C=C/C#CC(C)(C)C,LIDUGWDLSDKCLM-CSKARUKUSA-N,"InChI=1S/C28H36N2OSi/c1-7-30(19-10-8-9-18-28(2,3)4)22-25-12-11-13-26(20-25)31-23-32(5,6)27-16-14-24(21-29)15-17-27/h8,10-17,20H,7,19,22-23H2,1-6H3/b10-8+"
2967,compound 4rr [PMID: 1656041],,Synthetic organic,,,,,135649810,91623350,,"(4R,6S)-6-[[2-[chloro(cyclohexyl)methyl]-4,6-dimethylphenoxy]methyl]-4-hydroxyoxan-2-one",,,O[C@@H]1C[C@@H](COc2c(C)cc(cc2C(C2CCCCC2)Cl)C)OC(=O)C1,JEIUHLQCZMJKSE-LIHHCBPRSA-N,"InChI=1S/C21H29ClO4/c1-13-8-14(2)21(25-12-17-10-16(23)11-19(24)26-17)18(9-13)20(22)15-6-4-3-5-7-15/h8-9,15-17,20,23H,3-7,10-12H2,1-2H3/t16-,17+,20?/m1/s1"
3008,compound 50 [PMID: 18072721],,Synthetic organic,,,,,135649745,44629556,,"(3R,5R)-7-[1-(4-fluorophenyl)-3-{methyl[(1R)-1-phenylethyl]carbamoyl}-4-(propan-2-yl)-1H-pyrazol-5-yl]-3,5-dihydroxyheptanoate",,2r4f,O[C@@H](C[C@H](CC(=O)[O-])O)CCc1c(C(C)C)c(nn1c1ccc(cc1)F)C(=O)N([C@@H](c1ccccc1)C)C,MPDDTAJMJCESGV-CTUHWIOQSA-M,"InChI=1S/C29H36FN3O5/c1-18(2)27-25(15-14-23(34)16-24(35)17-26(36)37)33(22-12-10-21(30)11-13-22)31-28(27)29(38)32(4)19(3)20-8-6-5-7-9-20/h5-13,18-19,23-24,34-35H,14-17H2,1-4H3,(H,36,37)/p-1/t19-,23-,24-/m1/s1"
8824,compound 50 [PMID: 24313754],,Synthetic organic,,,,,252827481,76317442,,,,,Cc1nnc2n1nc(c1ccc(c(c1)NS(=O)(=O)C)N1CCOCC1)c1c2cccc1,MYFFGZYMLKZBPZ-UHFFFAOYSA-N,"InChI=1S/C21H22N6O3S/c1-14-22-23-21-17-6-4-3-5-16(17)20(24-27(14)21)15-7-8-19(26-9-11-30-12-10-26)18(13-15)25-31(2,28)29/h3-8,13,25H,9-12H2,1-2H3"
8777,"compound 51 (Crosignani <i>et al.</i>, 2011)",,Synthetic organic,,,,,252827435,49872868,,N-[3-fluoro-5-(2H-tetrazol-5-yl)phenyl]-N-[[4-(trifluoromethoxy)phenyl]methyl]propanamide,,,CCC(=O)N(c1cc(F)cc(c1)c1nn[nH]n1)Cc1ccc(cc1)OC(F)(F)F,XQIZEBWLPMOVGN-UHFFFAOYSA-N,"InChI=1S/C18H15F4N5O2/c1-2-16(28)27(10-11-3-5-15(6-4-11)29-18(20,21)22)14-8-12(7-13(19)9-14)17-23-25-26-24-17/h3-9H,2,10H2,1H3,(H,23,24,25,26)"
3186,compound 51 [PMID: 18800762],,Synthetic organic,,,,,135649702,25023896,,(2-carbamimidamido-1-hydroxy-1-phosphonoethyl)phosphonic acid,,"bisphosphonate, 51",NC(=N)NCC(P(=O)(O)O)(P(=O)(O)O)O,ZZHOMRYFXNLXOZ-UHFFFAOYSA-N,"InChI=1S/C3H11N3O7P2/c4-2(5)6-1-3(7,14(8,9)10)15(11,12)13/h7H,1H2,(H4,4,5,6)(H2,8,9,10)(H2,11,12,13)"
8653,compound 51 [PMID: 19743866],,Synthetic organic,,,,,252166853,46883596,,"(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-acetamido-5-(diaminomethylideneamino)pentanoyl]amino]-4-methylpentanoyl]amino]-4,4-dimethylpentanoyl]amino]-4-methylpentanoyl]amino]propanoyl]amino]-5-(diaminomethylideneamino)pentanoic acid",,Ac-RLTbaLAR-H,NC(=NCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCCN=C(N)N)C)CC(C)C)CC(C)(C)C)CC(C)C)NC(=O)C)N,VIJSPAIQWVPKQZ-BLECARSGSA-N,"InChI=1S/C36H68N12O8/c1-19(2)16-25(30(52)43-21(5)28(50)45-24(33(55)56)13-11-15-42-35(39)40)47-32(54)27(18-36(7,8)9)48-31(53)26(17-20(3)4)46-29(51)23(44-22(6)49)12-10-14-41-34(37)38/h19-21,23-27H,10-18H2,1-9H3,(H,43,52)(H,44,49)(H,45,50)(H,46,51)(H,47,54)(H,48,53)(H,55,56)(H4,37,38,41)(H4,39,40,42)/t21-,23-,24-,25-,26-,27-/m0/s1"
